Consolidated Bug ID,Source Bug ID,Source,Module,Route / Screen,Title,Description,Steps / Reproduction,Expected,Actual,Reported Severity,Consolidated Severity,Verification Status,Duplicate Status,Duplicate Cluster,Canonical Bug ID,Related Bugs,User Journey Impact,Downstream Impact,Technical Evidence,Technical Confidence,PRD Traceability,Recommended Next Action,Evidence Reference
CBR-NB-013,NB-013,EXISTING_BUG_REPORT.csv,Documents (all modules),Loan doc upload -> Drive URL,"Uploads claim Google Drive storage; no consent asked, no folder/file created, Drive URL fabricated from internal ID","UPDATED 11-07: Behaviour depends on Drive-link state. PRE-CONSENT: loan doc upload claimed success, no Drive artifacts, fabricated URL (original finding). Education upload showed cloud upload failed, local copy saved (honest warning — inconsistent messaging vs loan silent success). POST-CONSENT (tester granted OAuth): education uploads DO reach Drive (Svarajya_Nidhi visible) but first certificate still would not open; Raksha policy doc STILL phantom (Bug 21) — view-URL defect independent of storage state in Raksha/Rin.",Upload doc to loan -> check Drive for Svarajya_Nidhi -> click View,Explicit Drive consent; real upload; working view link (or honest local-storage labelling),Success claimed; no Drive artifacts; fabricated URL; view fails,P1,P1,Reproduced 1x — re-run with Raksha policy doc for 2x,Canonical,DOCUMENT-DRIVE-ID,NB-013,Root cause of Bugs 21/25/34 (DUP-1); escalates GAP-004,No direct DA journey reference,"UPDATED 11-07: Behaviour depends on Drive-link state. PRE-CONSENT: loan doc upload claimed success, no Drive artifacts, fabricated URL (original finding). Education upload showed cloud upload failed, local copy saved (honest warning — inconsistent messaging vs loan silent success). POST-CONSENT (tester granted OAuth): education uploads DO reach Drive (Svarajya_Nidhi visible) but first certificate still would not open; Raksha policy doc STILL phantom (Bug 21) — view-URL defect independent of storage state in Raksha/Rin.","FileUploader, local Vault, google-drive routes, and document_meta use multiple identifiers/storage paths without one FK-backed lifecycle.",Strong Evidence,PRD-M16,"Assign a WD owner, reproduce against the intended non-production environment, fix before release, and attach journey-level regression evidence.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-013
CBR-NB-014,NB-014,EXISTING_BUG_REPORT.csv,Vyaya (Subscriptions),/api/subscriptions,Subscriptions API returns 500 DATABASE_ERROR (Prisma P2022 - missing column),GET /api/subscriptions AND by-id both 500 (Prisma P2022 missing column). CASCADE: save reports SUCCESS (false confirmation); list renders EMPTY STATE (Add your first subscription) rather than an error — saved data invisible and failure fully silent to the user; edit impossible (loads via same 500).,Open Vyaya Subscriptions / GET /api/subscriptions,200 with subscription list,500 DATABASE_ERROR P2022,P1,P1,"Reproduced 2x (list + by-id, deterministic 500). Save-side false-success corroborated by tester.",Canonical,SUBSCRIPTION-LIFECYCLE,NB-014,"Blocks Bug 29 save-side, Journey F; relates to Bug 28 (expense/subscription domain)",F - Subscription and reminders step 1 (Fail); F - Subscription and reminders step 3 (Fail); F - Subscription and reminders step 5b (Fail),GET /api/subscriptions AND by-id both 500 (Prisma P2022 missing column). CASCADE: save reports SUCCESS (false confirmation); list renders EMPTY STATE (Add your first subscription) rather than an error — saved data invisible and failure fully silent to the user; edit impossible (loads via same 500).,"Source has subscriptions columns and Prisma model, while supplied live evidence reports Prisma P2022; live schema parity is therefore unconfirmed.",Confirmed,PRD-M05,"Assign a WD owner, reproduce against the intended non-production environment, fix before release, and attach journey-level regression evidence.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-014
CBR-NB-015,NB-015,EXISTING_BUG_REPORT.csv,Sthapana — Family,Add-member form,Family member mobile accepts fewer than 10 digits,"Mobile field accepts short numbers without validation (tester, 11-07). Same phone-validation gap family as Bugs 38/39.",Add member with e.g. 12345 as mobile,10-digit validation,Accepted,P3,P3,Reproduced 1x,Related pattern/source reference,None assigned,NB-015,Bugs 38/39 family,No direct DA journey reference,Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Strong Evidence,PRD-M01,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-015
CBR-NB-016,NB-016,EXISTING_BUG_REPORT.csv,Kunji (Dwaar),/dwaar/portals,Created portal never appears in portal list (save lost or list broken),"Tester completed 2-step portal creation (HDFC test, Store Encrypted, master-password vault initialised) — list still shows Add First Portal empty state, Credential Health 0%. Same save-then-invisible pattern as NB-014 (subscriptions) but without an observable 500 (API route unknown).",Create portal -> return to /dwaar/portals,Portal listed,Empty state; portal invisible; blocks Bug 16,P2,P2,Reproduced 1x (both observers),Related pattern/source reference,None assigned,NB-016,Pattern kin: NB-014; blocks Bug 16,No direct DA journey reference,Module-local impact; inspect dependency matrix for downstream consumers.,Configured Dwaar add page writes CredentialStore; /api/credentials is a separate database path.,Strong Evidence,PRD-M03,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-016
CBR-NB-017,NB-017,EXISTING_BUG_REPORT.csv,Pravah (Bank),/pravah,/pravah returns 404 — route regression vs 10-07 verified-working list,"/pravah returns the app 404 page ('Page Not Found'). This route was on the verified working-routes list from the 10-07 sessions, so it is a regression. Bank module (Pravah = PRD M6) is unreachable via its known route.","While logged in, navigate to https://svarajya.vercel.app/pravah",Pravah (Bank) module loads,App 404 page ('Page Not Found. We couldn't find the page you're looking for.'),P1,P1,"Reproduced 2x (404 both loads, 12-07). CONTROL PASSED: /kosh and /foundation both redirect to /start?redirectTo=... (normal auth gate, HTTP-level not a 404) while logged out-state was equal — so the 404 is specific to /pravah, not a session/redirect artifact. Bank data entry & cash-flow journey blocked at the route. Recommend confirming the current correct route in code (possible rename) and restoring or redirecting /pravah.",Related pattern/source reference,None assigned,NB-017,Routing family (NB-006 adjacent),No direct DA journey reference,"/pravah returns the app 404 page ('Page Not Found'). This route was on the verified working-routes list from the 10-07 sessions, so it is a regression. Bank module (Pravah = PRD M6) is unreachable via its known route.",No /pravah route exists in the source snapshot; configured bank route is /khate/accounts.,Confirmed,PRD-M06,"Unblock the prerequisite, reproduce twice in an isolated test environment, then triage severity and ownership.",User Journey & Bug Verification - New Bug List.csv row 18; https://svarajya.vercel.app/pravah
CBR-NB-018,NB-018,EXISTING_BUG_REPORT.csv,Auth / Password reset (Supabase config),Supabase /auth/v1/verify -> redirect_to,Password-reset redirect_to is ignored; user is sent to production Site URL root instead of /reset-password (Set-New-Password screen never reached),"The emailed recovery link carries redirect_to=https://svarajya.vercel.app/reset-password, but Supabase redirects to the project Site URL root https://www.svarajya.com/#access_token=[redacted]&type=recovery instead. The /reset-password page is never loaded, so a user following the email link has no screen on which to set a new password. Root cause is a Supabase Auth config mismatch: svarajya.vercel.app/reset-password is not in the Redirect-URLs allow-list, so Supabase falls back to the Site URL. Also surfaces a two-deployment setup (staging svarajya.vercel.app vs production www.svarajya.com) that the reset flow crosses.",Trigger a password reset for any account and open the emailed link; observe the landing URL,Land on the /reset-password page (on the same domain) with a working Set-New-Password form,"Land on the www.svarajya.com MARKETING landing page (Home/Features/Story/Login) with session tokens in the URL fragment; /reset-password never loads; the fragment is never consumed (no token exchange, no session) so the user is left logged-out with no way to set a new password.",P1,P1,"Status: CONFIRMED, reproduced 2x (12-07). This is the effective root defect behind the Bug 2 report — email-based password reset is non-functional end-to-end (no reset screen reachable, no workaround) = P1. Clean run detail: Supabase Site URL = https://www.svarajya.com (a marketing site) and svarajya.vercel.app/reset-password is not in the Redirect-URLs allow-list, so Supabase falls back to Site URL root. Also confirms a two-deployment setup (staging svarajya.vercel.app vs production www.svarajya.com marketing) that the reset flow crosses. Minor security-hygiene note: a valid bearer JWT is briefly exposed in the URL fragment. Fix = add the correct reset URL to the Supabase Redirect-URLs allow-list AND align Site URL + the app's reset-link generation to one canonical domain that actually renders /reset-password. Do NOT change Supabase settings directly (ground rule 4) — route via Jira.",Canonical,AUTH-RESET,NB-018,Bug 2 (same cluster — together the email-reset journey is P1-critical),No direct DA journey reference,"The emailed recovery link carries redirect_to=https://svarajya.vercel.app/reset-password, but Supabase redirects to the project Site URL root https://www.svarajya.com/#access_token=[redacted]&type=recovery instead. The /reset-password page is never loaded, so a user following the email link has no screen on which to set a new password. Root cause is a Supabase Auth config mismatch: svarajya.vercel.app/reset-password is not in the Redirect-URLs allow-list, so Supabase falls back to the Site URL. Also surfaces a two-deployment setup (staging svarajya.vercel.app vs production www.svarajya.com) that the reset flow crosses.","The reset page exists in source, but redirect allow-list/Site URL behavior is external configuration and cannot be verified offline.",Confirmed,PRD-M01; security/auth is implicit and partly outside concise PRD,"Assign a WD owner, reproduce against the intended non-production environment, fix before release, and attach journey-level regression evidence.",User Journey & Bug Verification - New Bug List.csv row 19; https://svarajya.vercel.app/reset-password ; https://www.svarajya.com/#access_token=[redacted]&type=recovery ; https://www.svarajya.com
CBR-DA10-007,DA10-007,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Sthapana - Family -> Sthapana - Qualification,Cross-module journey,Deletion and unlinking lifecycle: Family member with an associated qualification deleted,A qualification may remain visible without a clear family-member owner.,User Journey Test - Sthapana - Delete or deactivate Records (CSV row 6),Deleting the family member should remove the linked qualification or place it in a clearly defined unassigned state.,"The family member was deleted, but the associated qualification remained available.",P2,P2,No,Related source bug,None assigned,DA10-007,Not applicable,User Journey Test - Sthapana - Delete or deactivate Records (CSV row 6),A qualification may remain visible without a clear family-member owner.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Confirmed,PRD-M01; PRD-M01,"WD to answer: When a family member is deleted, should linked qualifications be deleted, retained as unassigned, or reassigned, and how should that state be shown? Then document the authoritative lifecycle and add a regression test.",Evidence folder: https://drive.google.com/drive/folders/1E8MdrtREzzU7c_XYLfj8cehN50Liq3Ik; https://drive.google.com/drive/folders/1E8MdrtREzzU7c_XYLfj8cehN50Liq3Ik; Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-006,DA10-006,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Vyaya - Expenses -> Reminders,Cross-module journey,"Reminder-related connections: Future-dated recurring expense of Rs. 9,999 for July 27, 2027 entered",Users cannot schedule a future recurring expense and may not receive the expected upcoming reminder.,Not applicable,The application should accept a valid future-dated recurring expense and create the corresponding upcoming reminder.,"The application blocked the future date with an error, so the expense-to-reminder connection could not occur. The dependency test recorded this result twice.",P1,P1,No,Related source bug,None assigned,DA10-006,Not applicable,Not applicable,Users cannot schedule a future recurring expense and may not receive the expected upcoming reminder.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Confirmed,PRD-M05; PRD-M18,"WD to answer: What date range should Vyaya accept for recurring expenses, and should every accepted future billing date create a reminder for that date? Then document the authoritative lifecycle and add a regression test.",Cross-Module evidence: https://drive.google.com/file/d/1qktNvbUx8Ni2RPUDMopt6Wa-X16bYAOD/view?usp=sharing; https://drive.google.com/file/d/1qktNvbUx8Ni2RPUDMopt6Wa-X16bYAOD/view?usp=sharing; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv
CBR-DA10-001,DA10-001,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Sthapana - Family -> Raksha - Insurance,Cross-module journey,Family-related connections: Family member added or family name or date of birth updated,"Users may be unable to select a covered family member consistently when creating a policy, even though later updates can appear correctly in other tests.",User Journey Test - Sthapana - Edit the Record (CSV row 5) | Raksha - Edit the Record (CSV row 20),"The family member should be selectable in the Covered Person control, and later family updates should appear in the linked Insurance view.","Dependency row 7 recorded that the Covered Person dropdown did not render in two attempts. Other dependency rows recorded successful Insurance updates for a changed name, changed date of birth, and an emoji-containing name.",P1,P1,Partly,Related source bug,None assigned,DA10-001,Not applicable,User Journey Test - Sthapana - Edit the Record (CSV row 5) | Raksha - Edit the Record (CSV row 20),"Users may be unable to select a covered family member consistently when creating a policy, even though later updates can appear correctly in other tests.",DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Strong Evidence,PRD-M01; PRD-M08,"WD to answer: Under what conditions should the Covered Person control render, and should family additions, name changes, and date-of-birth changes update every linked policy view? Then document the authoritative lifecycle and add a regression test.",Cross-Module evidence: https://drive.google.com/file/d/1dd_ee2-i84w-YqnnXmN7W8RGMMcPN4gZ/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/1E8MdrtREzzU7c_XYLfj8cehN50Liq3Ik | Evidence folder: https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A; https://drive.google.com/file/d/1dd_ee2-i84w-YqnnXmN7W8RGMMcPN4gZ/view?usp=drive_link | https://drive.google.com/drive/folders/1E8MdrtREzzU7c_XYLfj8cehN50Liq3Ik | https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-004A,DA10-004A,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Leakage - Subscriptions -> Vyaya - Expenses,Cross-module journey,Subscription-related connections: Subscription added or billing frequency set to yearly,"A user may be unable to add a subscription, so the corresponding recurring expense may not appear in Vyaya.","User Journey Test - Leakage - Open, create, re-login, edit and delete lifecycle (CSV rows 42-46)",A saved subscription should appear in Vyaya as a recurring expense using the selected billing frequency.,"Dependency row 12 recorded that the Subscriptions module loaded but had no Save or Submit control, so the record could not be added. Dependency row 37 and the User Journey subscription tests later recorded yearly recurring-expense behaviour working when records could be managed.",P2,P2,Partly,Duplicate/related cluster member,SUBSCRIPTION-LIFECYCLE,NB-014,Not applicable,"User Journey Test - Leakage - Open, create, re-login, edit and delete lifecycle (CSV rows 42-46)","A user may be unable to add a subscription, so the corresponding recurring expense may not appear in Vyaya.",DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Strong Evidence,PRD-M13; PRD-M05,"WD to answer: Under what conditions should the Subscriptions Save or Submit control be available, and which billing-frequency rule should populate the Vyaya recurring-expense entry? Then document the authoritative lifecycle and add a regression test.",Cross-Module evidence: https://drive.google.com/file/d/1Xyg7eXPv4jD5ijrlLD1o4gxFaWMZK9lB/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i; https://drive.google.com/file/d/1Xyg7eXPv4jD5ijrlLD1o4gxFaWMZK9lB/view?usp=drive_link | https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-004B,DA10-004B,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Leakage - Subscriptions -> Reminders,Cross-module journey,"Subscription-related connections: Subscription billing date, cost, status, or record lifecycle changed",Users may miss a payment reminder or retain an outdated reminder when subscription creation is unavailable in their session.,"User Journey Test - Leakage - Open, create, re-login, edit and delete lifecycle (CSV rows 42-46)","A saved billing date should create a payment reminder, edits should update it, and cancellation or deletion should remove future reminders.","The missing Save or Submit control in dependency row 12 blocked subscription creation in one test. Other dependency tests recorded reminder creation, amount updates, and reminder removal after deletion or cancellation.",P1,P1,Partly,Duplicate/related cluster member,SUBSCRIPTION-LIFECYCLE,NB-014,Not applicable,"User Journey Test - Leakage - Open, create, re-login, edit and delete lifecycle (CSV rows 42-46)",Users may miss a payment reminder or retain an outdated reminder when subscription creation is unavailable in their session.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Strong Evidence,PRD-M13; PRD-M18,"WD to answer: When should subscription controls be available, and what reminder creation, update, cancellation, and deletion rules apply after a subscription is successfully saved? Then document the authoritative lifecycle and add a regression test.",Cross-Module evidence: https://drive.google.com/file/d/1Xyg7eXPv4jD5ijrlLD1o4gxFaWMZK9lB/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i; https://drive.google.com/file/d/1Xyg7eXPv4jD5ijrlLD1o4gxFaWMZK9lB/view?usp=drive_link | https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-008,DA10-008,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Pehchaan Vault - Identity Documents -> Niddhi Vault - Documents,Cross-module journey,Document-related connections: Saved identity document selected for deletion,Users may not know where to delete an identity document and may leave an unwanted document in place.,User Journey Test - Pehchaan Vault - Delete or deactivate Records (CSV row 11),"The permitted deletion location should be clear, and deleting the document should update all linked identity and document-vault views.",No delete option was available inside Pehchaan. The confirmed Bug Verification record states that deletion was available only through the X icon in Niddhi Vault's general file list.,P2,P2,Partly,Related source bug,None assigned,DA10-008,BUG-007 (Bug Verification CSV - row 8),User Journey Test - Pehchaan Vault - Delete or deactivate Records (CSV row 11),Users may not know where to delete an identity document and may leave an unwanted document in place.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Strong Evidence,PRD-M02; PRD-M16,"WD to answer: Which module owns identity-document deletion, and after deletion from the permitted module, which Pehchaan and Niddhi views must update? Then document the authoritative lifecycle and add a regression test.","Evidence folder: https://drive.google.com/drive/folders/15klJ7BbcIUacWh_77-48iSJ90lxEub5D | Evidence folder: https://drive.google.com/drive/folders/1D2pJlHZ6Ok2qHfqS40m_h4LDzz00S0t_?usp=sharing; https://drive.google.com/drive/folders/15klJ7BbcIUacWh_77-48iSJ90lxEub5D | https://drive.google.com/drive/folders/1D2pJlHZ6Ok2qHfqS40m_h4LDzz00S0t_?usp=sharing; Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv | Svarajya App Data and Module Audit - Dipannita, Aayushi, Anirudhra- Bug Verification(1).csv"
CBR-DA10-009A,DA10-009A,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Sthapana - Family -> Mitra - Nominee,Cross-module journey,Deletion and unlinking lifecycle: Family member used in the nominee list deleted,A stale nominee reference could remain or reappear even though the current UI no longer shows the deleted name.,Not applicable,The deleted family member should be removed from the available nominee list and should not remain as a stale visible reference.,The name disappeared from the nominee list UI. The source requested technical confirmation of the lasting deletion or unlinking behaviour.,P2,P2,Needs WD Confirmation,Related source bug,None assigned,DA10-009A,Not applicable,Not applicable,A stale nominee reference could remain or reappear even though the current UI no longer shows the deleted name.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Unconfirmed,PRD-M01; PRD-M12,"WD to answer: What is the intended unlinking rule when a family member used as a nominee is deleted, and should the removed name remain absent after refresh and re-login? Then document the authoritative lifecycle and add a regression test.",Evidence missing - follow-up required; Evidence missing - follow-up required; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv
CBR-DA10-009B,DA10-009B,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Bhoomi - Property -> Rin - Loans,Cross-module journey,Deletion and unlinking lifecycle: Property linked as loan collateral deleted,A deleted property could remain linked or reappear in a loan record after the visible UI has updated.,User Journey Test - Bhoomi - Delete or deactivate Records (CSV row 56),The property link should be removed safely while the loan record remains available.,The Loan Details view changed the collateral value to None without deleting the loan. The source requested confirmation of the lasting unlinking behaviour.,P2,P2,Needs WD Confirmation,Related source bug,None assigned,DA10-009B,Not applicable,User Journey Test - Bhoomi - Delete or deactivate Records (CSV row 56),A deleted property could remain linked or reappear in a loan record after the visible UI has updated.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Unconfirmed,PRD-M10; PRD-M09,"WD to answer: When a collateral property is deleted, should the loan retain a None value permanently, and should that state remain after refresh and re-login? Then document the authoritative lifecycle and add a regression test.",Evidence folder: https://drive.google.com/drive/folders/1Q3CraAUq1MRGFRH-uX6wQPWZO-2PWSZC; https://drive.google.com/drive/folders/1Q3CraAUq1MRGFRH-uX6wQPWZO-2PWSZC; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-009C,DA10-009C,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Pravah - Bank Accounts -> Vyaya - Expenses,Cross-module journey,Deletion and unlinking lifecycle: Bank account used as an expense payment account deleted,An expense could retain or later display a stale payment-account reference after the bank account is deleted.,User Journey Test - Pravah - Delete or deactivate Records (CSV row 31),The deleted bank account should be removed from the expense record and the payment account should change to a safe empty value.,The expense UI removed the bank name and changed Paid From Account to None. The source requested confirmation of the lasting unlinking behaviour.,P2,P2,Needs WD Confirmation,Related source bug,None assigned,DA10-009C,Not applicable,User Journey Test - Pravah - Delete or deactivate Records (CSV row 31),An expense could retain or later display a stale payment-account reference after the bank account is deleted.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Unconfirmed,PRD-M06; PRD-M05,"WD to answer: When a bank account used by an expense is deleted, should Paid From Account remain None after refresh and re-login, and are any user actions required? Then document the authoritative lifecycle and add a regression test.",Evidence folder: https://drive.google.com/drive/folders/1aBgDi9Lx5q5_Bj1QeM1AKwkh6OSmJtb3; https://drive.google.com/drive/folders/1aBgDi9Lx5q5_Bj1QeM1AKwkh6OSmJtb3; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-010A,DA10-010A,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Raksha - Insurance -> Reminders,Cross-module journey,Deletion and unlinking lifecycle: Insurance policy deleted,A stale renewal reminder could reappear for a policy that the user has already deleted.,User Journey Test - Raksha - Delete or deactivate Records (CSV row 21),Renewal reminders associated with the deleted policy should be removed and should not return after refresh or re-login.,The linked reminders disappeared immediately from the Reminders list. The dependency source requested confirmation of the lasting cleanup behaviour.,P2,P2,Needs WD Confirmation,Related source bug,None assigned,DA10-010A,Not applicable,User Journey Test - Raksha - Delete or deactivate Records (CSV row 21),A stale renewal reminder could reappear for a policy that the user has already deleted.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Unconfirmed,PRD-M08; PRD-M18,"WD to answer: After policy deletion, which renewal reminders should be removed, and should the cleared state remain after refresh and re-login? Then document the authoritative lifecycle and add a regression test.",Evidence folder: https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A; https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-010B,DA10-010B,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Raksha - Insurance -> Niddhi Vault - Documents,Cross-module journey,Deletion and unlinking lifecycle: Insurance policy with a linked PDF deleted,A user may later be unable to find a policy document that appeared available immediately after the policy was deleted.,User Journey Test - Raksha - Delete or deactivate Records (CSV row 21) | Niddhi Vault - Re-Login (CSV row 69),The policy PDF should remain available in Niddhi Vault and should display an Unlinked status after policy deletion.,The document remained visible in the Document Vault and its status changed to Unlinked. The dependency source requested confirmation of lasting document availability.,P2,P2,Needs WD Confirmation,Related source bug,None assigned,DA10-010B,Not applicable,User Journey Test - Raksha - Delete or deactivate Records (CSV row 21) | Niddhi Vault - Re-Login (CSV row 69),A user may later be unable to find a policy document that appeared available immediately after the policy was deleted.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Unconfirmed,PRD-M08; PRD-M16,"WD to answer: After policy deletion, who owns the retained PDF, how long should it remain available, and should its Unlinked status persist after refresh and re-login? Then document the authoritative lifecycle and add a regression test.",Evidence folder: https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A | Evidence folder: https://drive.google.com/drive/folders/18ugMGXhe8AgktLa_qsOWhqpfoMKJ3o3A; https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A | https://drive.google.com/drive/folders/18ugMGXhe8AgktLa_qsOWhqpfoMKJ3o3A; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
CBR-DA10-010C,DA10-010C,DA_SUSPECTED_MISSING_CONNECTIONS.csv,Leakage - Subscriptions -> Reminders,Cross-module journey,Deletion and unlinking lifecycle: Subscription cancelled or deleted,A stale payment reminder could reappear for a subscription the user has cancelled or deleted.,User Journey Test - Leakage - Delete or deactivate Records (CSV row 46),Future payment reminders for the cancelled or deleted subscription should be removed and should not return.,Dependency tests recorded the reminder clearing after deletion and future reminders disappearing after status changed to CANCELLED. The cancellation test requested confirmation of lasting cleanup.,P2,P2,Needs WD Confirmation,Duplicate/related cluster member,SUBSCRIPTION-LIFECYCLE,NB-014,Not applicable,User Journey Test - Leakage - Delete or deactivate Records (CSV row 46),A stale payment reminder could reappear for a subscription the user has cancelled or deleted.,DA live observation correlated with FOREIGN_KEY_AND_RELATIONSHIP_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv; backend cause is not inferred.,Unconfirmed,PRD-M13; PRD-M18,"WD to answer: Do cancellation and deletion follow the same reminder-removal rule, and should removed reminders remain absent after refresh and re-login? Then document the authoritative lifecycle and add a regression test.",Evidence folder: https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i; https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i; Svarajya App Data and Module Audit - Vinayak -Cross-Module Dependency Observations(1).csv | Svarajya App Data and Module Audit - Saloni User Journey Test(1).csv
