Master Bug ID,Source Bug ID,Source File / Sheet,Source Row / Evidence ID,Module,Screen / Route,Bug Title,Bug Description,Bug Type,Severity,Priority Reason,Reproduction Status,Reproduction Steps,Expected Result,Actual Result,Evidence Available,Evidence Link / Evidence ID,Likely Page / Component File,Likely Hook / Store / Service File,Likely API Route,Likely Supabase Table,Likely DB Field,Related Modules,Dashboard Impact,Reminder Impact,Document Vault Impact,Auth / Security Impact,Data Loss Risk,Calculation Risk,Duplicate Status,Duplicate Of,Technical Confidence,AI Confidence Reason,Needs WD Verification,Suggested Jira Issue Type,Suggested Jira Title,Recommended Next Action,Assigned To,Status,Notes
BUG-AUTH-024,SAI2-13,audit-input/06-additional-qa-ux-stress-evidence/Jira (1).csv,2,Authentication,Needs WD Verification,Mobile OTP verification using static code 1234 instead of sending actual OTP,Needs WD Verification,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",Actual result needs WD verification.,Yes,Jira issue SAI2-13; parent SAI2-1,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-024,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Mobile OTP verification using static code 1234 instead of sending actual OTP,Needs Auth Review,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-025,SAI2-12,audit-input/06-additional-qa-ux-stress-evidence/Jira (1).csv,3,Authentication,Needs WD Verification,Invalid error message when user enters future date of birth,Needs WD Verification,Validation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Invalid input should be blocked with clear field-level feedback.,Actual result needs WD verification.,Yes,Jira issue SAI2-12; parent SAI2-1,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-025,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Invalid error message when user enters future date of birth,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-003,SAI2-11,audit-input/06-additional-qa-ux-stress-evidence/Jira (1).csv,4,Authentication,Needs WD Verification,Hide button spacing issue,Needs WD Verification,Responsive/UI,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,"UI should remain clear, usable, and accessible on target viewports.",Actual result needs WD verification.,Yes,Jira issue SAI2-11; parent SAI2-1,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-003,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Hide button spacing issue,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-026,SAI2-10,audit-input/06-additional-qa-ux-stress-evidence/Jira (1).csv,5,Authentication,Needs WD Verification,Password reset link shows error and redirects without resetting password,Needs WD Verification,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",Actual result needs WD verification.,Yes,Jira issue SAI2-10; parent SAI2-1,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-026,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Password reset link shows error and redirects without resetting password,Needs Auth Review,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-027,SAI2-9,audit-input/06-additional-qa-ux-stress-evidence/Jira (1).csv,6,Authentication,Needs WD Verification,"Google login only allows test users, not all Google accounts",Needs WD Verification,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",Actual result needs WD verification.,Yes,Jira issue SAI2-9; parent SAI2-1,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-027,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,"[Authentication] Google login only allows test users, not all Google accounts",Needs Auth Review,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-001,BUG-001,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,1,Authentication,Needs WD Verification,"• BUG-001 · Manifest: Line 1, Column 1, Syntax error — manifest.json is malformed",• BUG-002 · noise.svg returns HTTP 403 Forbidden — background texture fails to load • BUG-003 · Auth API returns HTTP 400 on page load — invalid auth call fires before any user action • INFO · [DataHydrator] Auth event: INITIAL_SESSION — app initialising auth correctly,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",• BUG-002 · noise.svg returns HTTP 403 Forbidden — background texture fails to load • BUG-003 · Auth API returns HTTP 400 on page load — invalid auth call fires before any user action • INFO · [DataHydrator] Auth event: INITIAL_SESSION — app initialising auth correctly,Yes,sha256:c94dc36a34d6,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-001,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,"[Authentication] • BUG-001 · Manifest: Line 1, Column 1, Syntax error — manifest.json is malformed",Needs Auth Review,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-035,BUG-002,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,2,Authentication,/start,• BUG-002 · noise.svg returns HTTP 403 Forbidden — background texture fails to load,• BUG-003 · Auth API returns HTTP 400 on page load — invalid auth call fires before any user action • INFO · [DataHydrator] Auth event: INITIAL_SESSION — app initialising auth correctly Page 2 — Registration / Begin Creation (sva-rajya.vercel.app/start),Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",• BUG-003 · Auth API returns HTTP 400 on page load — invalid auth call fires before any user action • INFO · [DataHydrator] Auth event: INITIAL_SESSION — app initialising auth correctly Page 2 — Registration / Begin Creation (sva-rajya.vercel.app/start),Yes,sha256:c94dc36a34d6,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Parent Bug,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] • BUG-002 · noise.svg returns HTTP 403 Forbidden — background texture fails to load,Needs Auth Review,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-036,BUG-003,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,3,Authentication,/start,• BUG-003 · Auth API returns HTTP 400 on page load — invalid auth call fires before any user action,• INFO · [DataHydrator] Auth event: INITIAL_SESSION — app initialising auth correctly Page 2 — Registration / Begin Creation (sva-rajya.vercel.app/start) Tested: Creating a new account using a temporary email address from temp-mail.org. Various email,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",• INFO · [DataHydrator] Auth event: INITIAL_SESSION — app initialising auth correctly Page 2 — Registration / Begin Creation (sva-rajya.vercel.app/start) Tested: Creating a new account using a temporary email address from temp-mail.org. Various email,Yes,sha256:c94dc36a34d6,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Authentication,No,No,No,Yes,Low,No,Parent Bug,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] • BUG-003 · Auth API returns HTTP 400 on page load — invalid auth call fires before any user action,Needs Auth Review,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-037,BUG-004,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,4,Authentication,Needs WD Verification,• BUG-004 [CRITICAL] · Registration form shows 'Invalid login credentials' — this is a login error,appearing on a sign-up form. New users cannot register via email. • INFO · 'Continue with Google' social login button is present as an alternative — not tested for failure in this screenshot,Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.",appearing on a sign-up form. New users cannot register via email. • INFO · 'Continue with Google' social login button is present as an alternative — not tested for failure in this screenshot,Yes,sha256:c94dc36a34d6,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Needs WD Verification,No,No,No,Yes,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] • BUG-004 [CRITICAL] · Registration form shows 'Invalid login credentials' — this is a login error,Needs Auth Review,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-005,BUG-006,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,5,Kar / Tax,Needs WD Verification,• BUG-006 · Document persists after browser close despite cloud sync being OFF — misleading UX,• BUG-007 [HIGH] · No visible delete option for saved document — users cannot remove uploaded files • BUG-008 · Reason field for name mismatch — unclear if mandatory or optional,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,• BUG-007 [HIGH] · No visible delete option for saved document — users cannot remove uploaded files • BUG-008 · Reason field for name mismatch — unclear if mandatory or optional,Yes,sha256:c94dc36a34d6,src/app/(dashboard)/kar/page.tsx,taxService; gstService; dinService; FileUploader,/api/kar/summary; /api/kar/insights; /api/kar/tax; /api/kar/gst; /api/kar/din; /api/tax/records; /api/gst/records; /api/din/records,Prisma TaxRecord/GstRecord/DinRecord; local Vault,assessmentYear,Foundation profile; Rajya; Doot; Foundation family; bank; insurance; property; investment; Succession; Rajya; Foundation family; Sampatti; Bhoomi; Beej; Raksha; Rajya readiness views; Document Vault,Possible,Possible,Possible,No,High,No,Possible Duplicate,BUG-AUTH-005,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Kar / Tax] • BUG-006 · Document persists after browser close despite cloud sync being OFF — misleading UX,Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-006,BUG-007,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,6,Pehchaan / Identity Vault,Needs WD Verification,• BUG-007 [HIGH] · No visible delete option for saved document — users cannot remove uploaded,files • BUG-008 · Reason field for name mismatch — unclear if mandatory or optional Page 4 — Identity Vault — PAN Format Validation,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,files • BUG-008 · Reason field for name mismatch — unclear if mandatory or optional Page 4 — Identity Vault — PAN Format Validation,Yes,sha256:c94dc36a34d6,● Confirmed - pehchaan/records/add/page.tsx (create); pehchaan/records/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/identity/{id},"● Confirmed - POST /api/identity -> identityService, also syncs document_meta + moves the Google Drive file",● Confirmed - identity_records (+ document_meta sync),idType,Foundation family; Rajya; Doot; Vault; Document Vault,Possible,Possible,Possible,No,High,No,Possible Duplicate,BUG-AUTH-006,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pehchaan / Identity Vault] • BUG-007 [HIGH] · No visible delete option for saved document — users cannot remove uploaded,Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-001,BUG-008,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,7,Pehchaan / Identity Vault,Needs WD Verification,• BUG-008 · Reason field for name mismatch — unclear if mandatory or optional,Page 4 — Identity Vault — PAN Format Validation Tested: Entering an invalid PAN number to verify the app's input validation. Also tested the cloud sync toggle label text.,Document Upload,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"Document should upload, link, display, and delete through the intended vault/storage flow.",Page 4 — Identity Vault — PAN Format Validation Tested: Entering an invalid PAN number to verify the app's input validation. Also tested the cloud sync toggle label text.,Yes,sha256:c94dc36a34d6,● Confirmed - pehchaan/records/add/page.tsx (create); pehchaan/records/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/identity/{id},"● Confirmed - POST /api/identity -> identityService, also syncs document_meta + moves the Google Drive file",● Confirmed - identity_records (+ document_meta sync),idType,Foundation family; Rajya; Doot; Vault,Possible,Possible,Yes,No,Possible,No,Possible Duplicate,BUG-PROFILE-001,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pehchaan / Identity Vault] • BUG-008 · Reason field for name mismatch — unclear if mandatory or optional,Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-005,BUG-006,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,8,Pehchaan / Identity Vault,Needs WD Verification,• INFO · Cloud sync info text is visible — however the wording could be clearer (see BUG-006),Page 5 — Identity Vault — Valid PAN Entry (ABCDE789K) Tested: Entering a valid-format PAN number and uploading a second document (10th.pdf). Observed the file save behaviour.,Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,Page 5 — Identity Vault — Valid PAN Entry (ABCDE789K) Tested: Entering a valid-format PAN number and uploading a second document (10th.pdf). Observed the file save behaviour.,Yes,sha256:c94dc36a34d6,● Confirmed - pehchaan/records/add/page.tsx (create); pehchaan/records/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/identity/{id},"● Confirmed - POST /api/identity -> identityService, also syncs document_meta + moves the Google Drive file",● Confirmed - identity_records (+ document_meta sync),idType,Foundation family; Rajya; Doot; Vault; Document Vault,Possible,Possible,Possible,No,Low,No,Possible Duplicate,BUG-AUTH-005,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pehchaan / Identity Vault] • INFO · Cloud sync info text is visible — however the wording could be clearer (see BUG-006),Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-IDENTITY-003,BUG-009,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,9,Pehchaan / Identity Vault,Needs WD Verification,"• BUG-009 · After saving, this file later appeared twice in the Nidhi Vault file list (duplicate entry)","SVA-RAJYA | Stress Testing Report | Disha Siroya | April 15, 2026 Page 7 of 16 Page 6 — Dashboard Sidebar — Identity Docs Count",Dashboard Calculation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Expected behavior requires PM/WD confirmation.,"SVA-RAJYA | Stress Testing Report | Disha Siroya | April 15, 2026 Page 7 of 16 Page 6 — Dashboard Sidebar — Identity Docs Count",Yes,sha256:c94dc36a34d6,● Confirmed - pehchaan/records/add/page.tsx (create); pehchaan/records/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/identity/{id},"● Confirmed - POST /api/identity -> identityService, also syncs document_meta + moves the Google Drive file",● Confirmed - identity_records (+ document_meta sync),idType,Foundation family; Rajya; Doot; Vault; Dashboard,Yes,Possible,Possible,No,Low,Yes,Parent Bug,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,"[Pehchaan / Identity Vault] • BUG-009 · After saving, this file later appeared twice in the Nidhi Vault file list (duplicate entry)",Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-IDENTITY-003,BUG-009,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,10,Kar / Tax,Needs WD Verification,"• BUG-009 (related) · After uploading 2 documents, count showed inflated number due to duplicate",file entries Page 7 — Nidhi Vault — Uploaded Files List Tested: Navigating to the Nidhi Vault to view all stored files. Checked whether files persist after browser,Data Persistence,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Expected behavior requires PM/WD confirmation.,file entries Page 7 — Nidhi Vault — Uploaded Files List Tested: Navigating to the Nidhi Vault to view all stored files. Checked whether files persist after browser,Yes,sha256:c94dc36a34d6,src/app/(dashboard)/kar/page.tsx,taxService; gstService; dinService; FileUploader,/api/kar/summary; /api/kar/insights; /api/kar/tax; /api/kar/gst; /api/kar/din; /api/tax/records; /api/gst/records; /api/din/records,Prisma TaxRecord/GstRecord/DinRecord; local Vault,assessmentYear,Foundation profile; Rajya; Doot; Foundation family; bank; insurance; property; investment; Succession; Rajya; Foundation family; Sampatti; Bhoomi; Beej; Raksha; Rajya readiness views; Document Vault,Possible,Possible,Possible,No,Possible,No,Possible Duplicate,BUG-IDENTITY-003,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,"[Kar / Tax] • BUG-009 (related) · After uploading 2 documents, count showed inflated number due to duplicate",Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-IDENTITY-003,BUG-009,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,11,Rajya / Dashboard,Needs WD Verification,• BUG-009 [MEDIUM] · 10th.pdf appears twice with the same date — duplicate file entry created by,"the system SVA-RAJYA | Stress Testing Report | Disha Siroya | April 15, 2026 Page 8 of 16",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"the system SVA-RAJYA | Stress Testing Report | Disha Siroya | April 15, 2026 Page 8 of 16",Yes,sha256:c94dc36a34d6,src/app/(dashboard)/lakshya/page.tsx,None,None,Prisma Goal model exists but no route integration was found for this page,Needs WD Verification,Foundation; Pehchaan; Kosh; Vyaya; Khate; Raksha; Rin; others; Read-only aggregation intended,Yes,No,No,No,Low,No,Possible Duplicate,BUG-IDENTITY-003,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Rajya / Dashboard] • BUG-009 [MEDIUM] · 10th.pdf appears twice with the same date — duplicate file entry created by,Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-005,BUG-006,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,12,Document Vault,/4/2026,• BUG-006 (confirmed) · Disha Siroya Resume.pdf persists even after browser was closed and,reopened — stored permanently in OPFS despite cloud sync OFF • ✅ PASS · X button visible on each file card — delete functionality appears to exist at file list level • INFO · Files are date-stamped correctly (15/4/2026),Delete,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,Deletion should remove or safely unlink dependent records according to product rules.,reopened — stored permanently in OPFS despite cloud sync OFF • ✅ PASS · X button visible on each file card — delete functionality appears to exist at file list level • INFO · Files are date-stamped correctly (15/4/2026),Yes,sha256:c94dc36a34d6,● Confirmed - granthagaar/page.tsx uses the shared FileUploader component for uploads (folder-based),"● Confirmed - No edit action exists - files can only be uploaded or deleted, not renamed/modified in place (no update/rename method found in documentService.ts)","● Confirmed - Save = file upload via documentService.ts (@/lib/services/documentService.ts), stored to browser IndexedDB. FileUploader itself also calls /api/family and /api/google-drive/upload for the family-linking and Drive-backup parts of an upload",● Confirmed - No server table for the file content itself (IndexedDB only); family_members touched indirectly via FileUploader's /api/family call,Needs WD Verification,All upload-capable modules,Possible,Possible,No,No,High,No,Possible Duplicate,BUG-AUTH-005,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Document Vault] • BUG-006 (confirmed) · Disha Siroya Resume.pdf persists even after browser was closed and,Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-IDENTITY-003,3,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,13,Sthapana / Foundation,Needs WD Verification,• INFO · Identity category correctly shows 3 FILES (though 1 is a duplicate — see BUG-009),"• INFO · All other categories (Education, Insurance, Loans, Property, Other) correctly show 0 FILES • BUG (UX) · Orange dot on Identity card — no tooltip or explanation of what this dot means — users would be confused",Document Upload,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"Document should upload, link, display, and delete through the intended vault/storage flow.","• INFO · All other categories (Education, Insurance, Loans, Property, Other) correctly show 0 FILES • BUG (UX) · Orange dot on Identity card — no tooltip or explanation of what this dot means — users would be confused",Yes,sha256:c94dc36a34d6,src/app/(dashboard)/dwaar/portals/page.tsx,credentialService; CredentialStore; IdentityStore,/api/credentials; /api/credentials/[id]; /api/profile,Prisma CredentialRecord; browser client stores,name,Auth; Rin; Raksha; Most user-owned modules,Possible,Possible,Yes,No,Possible,Possible,Possible Duplicate,BUG-IDENTITY-003,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Sthapana / Foundation] • INFO · Identity category correctly shows 3 FILES (though 1 is a duplicate — see BUG-009),Needs WD Reproduction,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-PROFILE-002,BUG-010,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,14,Authentication,Needs WD Verification,BUG-010,"SVA-RAJYA | Stress Testing Report | Disha Siroya | April 15, 2026 Page 9 of 16 Page 9 — Dashboard Console — Post-Login Errors (sva-",Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","SVA-RAJYA | Stress Testing Report | Disha Siroya | April 15, 2026 Page 9 of 16 Page 9 — Dashboard Console — Post-Login Errors (sva-",Yes,sha256:c94dc36a34d6,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Dashboard,No,No,No,Yes,Low,No,Possible Duplicate,BUG-PROFILE-002,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] BUG-010,Needs Auth Review,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
BUG-AUTH-038,BUG-005,audit-input/06-additional-qa-ux-stress-evidence/Bug report.pdf,15,Authentication,Needs WD Verification,• BUG-005 [HIGH] · [DataHydrator] Auth event: SIGNED_IN appears 3 times — auth listener,"registered multiple times, causes duplicate API calls • BUG-001 (confirmed) · Manifest syntax error persists on dashboard page — app-wide issue • INFO · [IncomeStore] Hydration complete — no records in DB — confirms fresh account, store",Auth,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,See source row/evidence; reproduce with dummy data only in isolated environment.,"User should authenticate, recover account, or complete auth callback through the intended route without unsafe session behavior.","registered multiple times, causes duplicate API calls • BUG-001 (confirmed) · Manifest syntax error persists on dashboard page — app-wide issue • INFO · [IncomeStore] Hydration complete — no records in DB — confirms fresh account, store",Yes,sha256:c94dc36a34d6,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Dashboard; Authentication,No,No,No,Yes,Low,Possible,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] • BUG-005 [HIGH] · [DataHydrator] Auth event: SIGNED_IN appears 3 times — auth listener,Needs Auth Review,Pending WD Assignment,Draft,Triage: Report/fix-plan finding. Document-derived issue heading; screenshot/page-level evidence needs human review. No explicit Himanshu/Harsh verification evidence found.
