Requirement ID,Requirement / Feature,PRD Section,Expected Behaviour,Implementation Evidence,Route / Screen Evidence,File Evidence,Database Evidence,Status,Gap Description,Confidence,Technical Question,Recommended Next Action
PRD-M15-003,Electronics,MODULE 15: ASSET INVENTORY (NON-FINANCIAL) > MODULE 15: ASSET INVENTORY (NON-FINANCIAL),"The application should offer Electronics as a supported option and preserve that type through create, view, edit, and delete workflows.",SampattiPage provides functional browser-persisted asset entry through useSampattiStore; no Sampatti API connects it to AssetInventory. Supporting team evidence: Not listed as completed in PM_MODULE_INVENTORY; WD module map confirms local-only persistence and disabled module config. Evidence authority remains source/database unless a live observation is explicitly stated.,/sampatti; no Sampatti API route found,src/app/(dashboard)/sampatti/page.tsx; src/lib/stores/sampattiStore.ts; src/app/api/succession/assets/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,"asset_inventory exists, but Sampatti UI is local-only; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv",Partially Implemented,"The local Sampatti UI can name assets, but its category model is Liquid/Invested/Fixed rather than the PRD asset types.",Confirmed,"Which implementation is authoritative for Electronics, and how should WD resolve this mismatch: The local Sampatti UI can name assets, but its category model is Liquid/Invested/Fixed rather than the PRD asset types.",WD to close the cited gap for Electronics; PM/DA to verify the completed workflow end to end.
PRD-M15-004,Art,MODULE 15: ASSET INVENTORY (NON-FINANCIAL) > MODULE 15: ASSET INVENTORY (NON-FINANCIAL),"The application should offer Art as a supported option and preserve that type through create, view, edit, and delete workflows.",SampattiPage provides functional browser-persisted asset entry through useSampattiStore; no Sampatti API connects it to AssetInventory. Supporting team evidence: Not listed as completed in PM_MODULE_INVENTORY; WD module map confirms local-only persistence and disabled module config. Evidence authority remains source/database unless a live observation is explicitly stated.,/sampatti; no Sampatti API route found,src/app/(dashboard)/sampatti/page.tsx; src/lib/stores/sampattiStore.ts; src/app/api/succession/assets/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,"asset_inventory exists, but Sampatti UI is local-only; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv",Partially Implemented,"The local Sampatti UI can name assets, but its category model is Liquid/Invested/Fixed rather than the PRD asset types.",Confirmed,"Which implementation is authoritative for Art, and how should WD resolve this mismatch: The local Sampatti UI can name assets, but its category model is Liquid/Invested/Fixed rather than the PRD asset types.",WD to close the cited gap for Art; PM/DA to verify the completed workflow end to end.
PRD-M15-005,Purchase value,MODULE 15: ASSET INVENTORY (NON-FINANCIAL) > MODULE 15: ASSET INVENTORY (NON-FINANCIAL),"The application should capture or support purchase value, validate it, persist it to the authoritative store, and display it after save.",SampattiPage provides functional browser-persisted asset entry through useSampattiStore; no Sampatti API connects it to AssetInventory. Supporting team evidence: Not listed as completed in PM_MODULE_INVENTORY; WD module map confirms local-only persistence and disabled module config. Evidence authority remains source/database unless a live observation is explicitly stated.,/sampatti; no Sampatti API route found,src/app/(dashboard)/sampatti/page.tsx; src/lib/stores/sampattiStore.ts; src/app/api/succession/assets/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,"asset_inventory exists, but Sampatti UI is local-only; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv",Implemented Differently,The visible asset inventory is local browser state and uses broad categories rather than the PRD type model.,Confirmed,"Which implementation is authoritative for Purchase value, and how should WD resolve this mismatch: The visible asset inventory is local browser state and uses broad categories rather than the PRD type model.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M15-006,Current value,MODULE 15: ASSET INVENTORY (NON-FINANCIAL) > MODULE 15: ASSET INVENTORY (NON-FINANCIAL),"The application should capture or support current value, validate it, persist it to the authoritative store, and display it after save.",SampattiPage provides functional browser-persisted asset entry through useSampattiStore; no Sampatti API connects it to AssetInventory. Supporting team evidence: Not listed as completed in PM_MODULE_INVENTORY; WD module map confirms local-only persistence and disabled module config. Evidence authority remains source/database unless a live observation is explicitly stated.,/sampatti; no Sampatti API route found,src/app/(dashboard)/sampatti/page.tsx; src/lib/stores/sampattiStore.ts; src/app/api/succession/assets/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,"asset_inventory exists, but Sampatti UI is local-only; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv",Implemented Differently,The visible asset inventory is local browser state and uses broad categories rather than the PRD type model.,Confirmed,"Which implementation is authoritative for Current value, and how should WD resolve this mismatch: The visible asset inventory is local browser state and uses broad categories rather than the PRD type model.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M15-007,Insurance link,MODULE 15: ASSET INVENTORY (NON-FINANCIAL) > MODULE 15: ASSET INVENTORY (NON-FINANCIAL),"The application should capture or support insurance link, validate it, persist it to the authoritative store, and display it after save.",SampattiPage provides functional browser-persisted asset entry through useSampattiStore; no Sampatti API connects it to AssetInventory. Supporting team evidence: Not listed as completed in PM_MODULE_INVENTORY; WD module map confirms local-only persistence and disabled module config. Evidence authority remains source/database unless a live observation is explicitly stated.,/sampatti; no Sampatti API route found,src/app/(dashboard)/sampatti/page.tsx; src/lib/stores/sampattiStore.ts; src/app/api/succession/assets/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,"asset_inventory exists, but Sampatti UI is local-only; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv",Not Implemented,asset_inventory.linkedPolicyId exists without a Sampatti UI/API mapping or exported foreign key.,Confirmed,"Is Insurance link still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Insurance link before implementation."
PRD-M16-001,ID proofs,MODULE 16: DOCUMENT VAULT > MODULE 16: DOCUMENT VAULT,"The vault should accept, classify, retrieve, and delete id proofs under the documented privacy and ownership rules.",Granthagaar and Nidhi Vault pages plus FileUploader support local IndexedDB/OPFS and optional cloud paths through parallel vault implementations. Supporting team evidence: PM_MODULE_INVENTORY lists Niddhi Vault live; DA10-008 and DA10-010B report deletion/unlinking behavior across modules. Evidence authority remains source/database unless a live observation is explicitly stated.,/granthagaar; /vault; /api/documents; /api/google-drive/upload,src/app/(dashboard)/granthagaar/page.tsx; src/app/(dashboard)/vault/page.tsx; src/components/vault/FileUploader.tsx; src/lib/vault.ts; src/lib/services/documentService.ts; src/app/api/documents/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,document_meta plus module-specific soft document IDs; local files may not have database rows; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.,Confirmed,"Which implementation is authoritative for ID proofs, and how should WD resolve this mismatch: Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M16-002,Property papers,MODULE 16: DOCUMENT VAULT > MODULE 16: DOCUMENT VAULT,"The vault should accept, classify, retrieve, and delete property papers under the documented privacy and ownership rules.",Granthagaar and Nidhi Vault pages plus FileUploader support local IndexedDB/OPFS and optional cloud paths through parallel vault implementations. Supporting team evidence: PM_MODULE_INVENTORY lists Niddhi Vault live; DA10-008 and DA10-010B report deletion/unlinking behavior across modules. Evidence authority remains source/database unless a live observation is explicitly stated.,/granthagaar; /vault; /api/documents; /api/google-drive/upload,src/app/(dashboard)/granthagaar/page.tsx; src/app/(dashboard)/vault/page.tsx; src/components/vault/FileUploader.tsx; src/lib/vault.ts; src/lib/services/documentService.ts; src/app/api/documents/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,document_meta plus module-specific soft document IDs; local files may not have database rows; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.,Confirmed,"Which implementation is authoritative for Property papers, and how should WD resolve this mismatch: Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M16-003,Insurance policies,MODULE 16: DOCUMENT VAULT > MODULE 16: DOCUMENT VAULT,"The vault should accept, classify, retrieve, and delete insurance policies under the documented privacy and ownership rules.",Granthagaar and Nidhi Vault pages plus FileUploader support local IndexedDB/OPFS and optional cloud paths through parallel vault implementations. Supporting team evidence: PM_MODULE_INVENTORY lists Niddhi Vault live; DA10-008 and DA10-010B report deletion/unlinking behavior across modules. Evidence authority remains source/database unless a live observation is explicitly stated.,/granthagaar; /vault; /api/documents; /api/google-drive/upload,src/app/(dashboard)/granthagaar/page.tsx; src/app/(dashboard)/vault/page.tsx; src/components/vault/FileUploader.tsx; src/lib/vault.ts; src/lib/services/documentService.ts; src/app/api/documents/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,document_meta plus module-specific soft document IDs; local files may not have database rows; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.,Confirmed,"Which implementation is authoritative for Insurance policies, and how should WD resolve this mismatch: Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M16-004,Loan agreements,MODULE 16: DOCUMENT VAULT > MODULE 16: DOCUMENT VAULT,"The vault should accept, classify, retrieve, and delete loan agreements under the documented privacy and ownership rules.",Granthagaar and Nidhi Vault pages plus FileUploader support local IndexedDB/OPFS and optional cloud paths through parallel vault implementations. Supporting team evidence: PM_MODULE_INVENTORY lists Niddhi Vault live; DA10-008 and DA10-010B report deletion/unlinking behavior across modules. Evidence authority remains source/database unless a live observation is explicitly stated.,/granthagaar; /vault; /api/documents; /api/google-drive/upload,src/app/(dashboard)/granthagaar/page.tsx; src/app/(dashboard)/vault/page.tsx; src/components/vault/FileUploader.tsx; src/lib/vault.ts; src/lib/services/documentService.ts; src/app/api/documents/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,document_meta plus module-specific soft document IDs; local files may not have database rows; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.,Confirmed,"Which implementation is authoritative for Loan agreements, and how should WD resolve this mismatch: Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M16-005,Education certificates,MODULE 16: DOCUMENT VAULT > MODULE 16: DOCUMENT VAULT,"The vault should accept, classify, retrieve, and delete education certificates under the documented privacy and ownership rules.",Granthagaar and Nidhi Vault pages plus FileUploader support local IndexedDB/OPFS and optional cloud paths through parallel vault implementations. Supporting team evidence: PM_MODULE_INVENTORY lists Niddhi Vault live; DA10-008 and DA10-010B report deletion/unlinking behavior across modules. Evidence authority remains source/database unless a live observation is explicitly stated.,/granthagaar; /vault; /api/documents; /api/google-drive/upload,src/app/(dashboard)/granthagaar/page.tsx; src/app/(dashboard)/vault/page.tsx; src/components/vault/FileUploader.tsx; src/lib/vault.ts; src/lib/services/documentService.ts; src/app/api/documents/route.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,document_meta plus module-specific soft document IDs; local files may not have database rows; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.,Confirmed,"Which implementation is authoritative for Education certificates, and how should WD resolve this mismatch: Two vault implementations and local/cloud/database paths do not share one enforced document lifecycle.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M17-001,Individual Dashboard,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present individual dashboard from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Rajya and Suchak both provide individual dashboard surfaces through different browser-store families.,Confirmed,"Which implementation is authoritative for Individual Dashboard, and how should WD resolve this mismatch: Rajya and Suchak both provide individual dashboard surfaces through different browser-store families.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M17-002,Net worth,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present net worth from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Partially Implemented,"Calculation/service code exists, but dashboard values are assembled from mixed browser/API sources rather than one authoritative persisted snapshot.",Strong Evidence,"Which implementation is authoritative for Net worth, and how should WD resolve this mismatch: Calculation/service code exists, but dashboard values are assembled from mixed browser/API sources rather than one authoritative persisted snapshot.",WD to close the cited gap for Net worth; PM/DA to verify the completed workflow end to end.
PRD-M17-003,Monthly cash flow,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present monthly cash flow from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Partially Implemented,"Calculation/service code exists, but dashboard values are assembled from mixed browser/API sources rather than one authoritative persisted snapshot.",Strong Evidence,"Which implementation is authoritative for Monthly cash flow, and how should WD resolve this mismatch: Calculation/service code exists, but dashboard values are assembled from mixed browser/API sources rather than one authoritative persisted snapshot.",WD to close the cited gap for Monthly cash flow; PM/DA to verify the completed workflow end to end.
PRD-M17-004,Expense heat map,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present expense heat map from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,"Expense analytics visualizations exist, but not as one clearly identified PRD heat-map component and the broader master prompt also says no charts.",Strong Evidence,"Which implementation is authoritative for Expense heat map, and how should WD resolve this mismatch: Expense analytics visualizations exist, but not as one clearly identified PRD heat-map component and the broader master prompt also says no charts.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M17-005,Family Dashboard,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present family dashboard from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,No dedicated family dashboard or authoritative combined/wealth-growth implementation was found.,Strong Evidence,"Is Family Dashboard still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Family Dashboard before implementation."
PRD-M17-006,Combined net worth,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present combined net worth from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,No dedicated family dashboard or authoritative combined/wealth-growth implementation was found.,Strong Evidence,"Is Combined net worth still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Combined net worth before implementation."
PRD-M17-007,Risk exposure,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present risk exposure from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Partially Implemented,"Module cards and calculationEngine expose selected risk indicators, but no complete family risk-exposure view is evidenced.",Strong Evidence,"Which implementation is authoritative for Risk exposure, and how should WD resolve this mismatch: Module cards and calculationEngine expose selected risk indicators, but no complete family risk-exposure view is evidenced.",WD to close the cited gap for Risk exposure; PM/DA to verify the completed workflow end to end.
PRD-M17-008,Wealth growth,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present wealth growth from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,No dedicated family dashboard or authoritative combined/wealth-growth implementation was found.,Strong Evidence,"Is Wealth growth still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Wealth growth before implementation."
PRD-M17-009,Reports,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present reports from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,No user-facing monthly/annual report generation workflow was found.,Strong Evidence,"Is Reports still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Reports before implementation."
PRD-M17-010,Monthly,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present monthly from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,No user-facing monthly/annual report generation workflow was found.,Strong Evidence,"Is Monthly still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Monthly before implementation."
PRD-M17-011,Annual,MODULE 17: DASHBOARDS & REPORTS > MODULE 17: DASHBOARDS & REPORTS,The application should calculate or present annual from authoritative saved records with a defined refresh and ownership rule.,"Rajya and Suchak provide overlapping client-store dashboards; calculationEngine provides core metrics, but no complete reporting/export suite is present. Supporting team evidence: PM outputs note modules appear on dashboards; architecture inventory identifies duplicate Rajya/Suchak store families. Evidence authority remains source/database unless a live observation is explicitly stated.",/rajya; /suchak; module analytics pages,src/app/(dashboard)/rajya/page.tsx; src/app/(dashboard)/suchak/page.tsx; src/lib/engines/calculationEngine.ts; src/lib/hooks/useCalculations.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,rajya_scores and periodic analytics tables exist but have no direct Prisma usage in supplied src; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,No user-facing monthly/annual report generation workflow was found.,Strong Evidence,"Is Annual still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Annual before implementation."
