Source File,Line / Approx Location,Pattern Found,Code Snippet,Initial Guess Table/Bucket/Function,Notes
src/lib/services/userService.ts,Line 101,.update(,"const updatedUser = await super.update(id, data);",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 103,supabase,// Sync to Supabase Auth,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 104,supabase,await this.syncToSupabaseAuth(updatedUser);,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 137,supabase,* Sync user from Supabase to Prisma,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 139,supabase,"async syncUserWithSupabase(userId: string, email: string, name?: string): Promise<User> {",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 151,supabase,"console.log('[UserService] Synced missing user from Supabase:', userId);",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 155,supabase,"console.error('[UserService] Error syncing user with Supabase:', error);",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 161,supabase,* Sync user updates to Supabase Auth,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 163,supabase,private async syncToSupabaseAuth(user: User): Promise<void> {,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 165,NEXT_PUBLIC_SUPABASE_URL,const supabaseUrl = process.env.NEXT_PUBLIC_SUPABASE_URL;,Supabase public client configuration name only,Occurrence retained for review
src/lib/services/userService.ts,Line 165,supabase,const supabaseUrl = process.env.NEXT_PUBLIC_SUPABASE_URL;,Supabase public client configuration name only,Occurrence retained for review
src/lib/services/userService.ts,Line 165,supabase,const supabaseUrl = process.env.NEXT_PUBLIC_SUPABASE_URL;,Supabase public client configuration name only,Occurrence retained for review
src/lib/services/userService.ts,Line 166,supabase,const supabaseServiceKey = process.env.SUPABASE_SERVICE_ROLE_KEY;,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 166,supabase,const supabaseServiceKey = process.env.SUPABASE_SERVICE_ROLE_KEY;,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 168,supabase,if (!supabaseUrl || !supabaseServiceKey) {,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 168,supabase,if (!supabaseUrl || !supabaseServiceKey) {,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 169,NEXT_PUBLIC_SUPABASE_URL,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 169,supabase,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 169,supabase,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 169,supabase,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 173,createClient,const { createClient } = await import('@supabase/supabase-js');,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 173,supabase,const { createClient } = await import('@supabase/supabase-js');,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 173,supabase,const { createClient } = await import('@supabase/supabase-js');,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 174,createClient,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 174,supabase,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 174,supabase,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 174,supabase,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 191,supabase,...((await supabaseAdmin.auth.admin.getUserById(user.id)).data.user?.user_metadata || {}),Supabase Auth,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 191,supabase.auth,...((await supabaseAdmin.auth.admin.getUserById(user.id)).data.user?.user_metadata || {}),Supabase Auth,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 196,supabase,"const { error } = await supabaseAdmin.auth.admin.updateUserById(user.id, updateData);",Supabase Auth,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 196,supabase.auth,"const { error } = await supabaseAdmin.auth.admin.updateUserById(user.id, updateData);",Supabase Auth,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 198,supabase,"console.error(`[UserService] Error syncing user ${user.id} to Supabase Auth:`, error);",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 200,supabase,console.log(`[UserService] Synced user ${user.id} updates to Supabase Auth`);,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 204,supabase,"console.error('[UserService] Error syncing to Supabase Auth:', error);",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 209,supabase,* Delete user from Prisma and Supabase Auth,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 213,supabase,// First try to delete from Supabase Auth if service role key is available,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 214,NEXT_PUBLIC_SUPABASE_URL,const supabaseUrl = process.env.NEXT_PUBLIC_SUPABASE_URL;,Supabase public client configuration name only,Occurrence retained for review
src/lib/services/userService.ts,Line 214,supabase,const supabaseUrl = process.env.NEXT_PUBLIC_SUPABASE_URL;,Supabase public client configuration name only,Occurrence retained for review
src/lib/services/userService.ts,Line 214,supabase,const supabaseUrl = process.env.NEXT_PUBLIC_SUPABASE_URL;,Supabase public client configuration name only,Occurrence retained for review
src/lib/services/userService.ts,Line 215,supabase,const supabaseServiceKey = process.env.SUPABASE_SERVICE_ROLE_KEY;,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 215,supabase,const supabaseServiceKey = process.env.SUPABASE_SERVICE_ROLE_KEY;,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 217,supabase,if (supabaseUrl && supabaseServiceKey) {,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 217,supabase,if (supabaseUrl && supabaseServiceKey) {,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 218,createClient,// Use dynamically imported createClient or fetch directly to avoid top-level issues if not needed,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 219,createClient,const { createClient } = await import('@supabase/supabase-js');,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 219,supabase,const { createClient } = await import('@supabase/supabase-js');,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 219,supabase,const { createClient } = await import('@supabase/supabase-js');,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/services/userService.ts,Line 220,createClient,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 220,supabase,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 220,supabase,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 220,supabase,"const supabaseAdmin = createClient(supabaseUrl, supabaseServiceKey, {",Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 227,supabase,const { error } = await supabaseAdmin.auth.admin.deleteUser(id);,Supabase Auth,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 227,supabase.auth,const { error } = await supabaseAdmin.auth.admin.deleteUser(id);,Supabase Auth,Executable Supabase usage included in final map
src/lib/services/userService.ts,Line 229,supabase,"console.error(`[UserService] Error deleting user ${id} from Supabase Auth:`, error);",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 231,supabase,console.log(`[UserService] Deleted user ${id} from Supabase Auth`);,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/userService.ts,Line 234,NEXT_PUBLIC_SUPABASE_URL,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 234,supabase,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 234,supabase,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 234,supabase,"console.warn(""[REDACTED_LITERAL]"");",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/userService.ts,Line 238,.delete(,return await super.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/willService.ts,Line 41,.upsert(,return await prisma.willStatus.upsert({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/stores/identityStore.ts,Line 2,supabase,// Mirrors OnboardingStore pattern. Will be replaced by Supabase in production.,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/stores/notificationStore.ts,Line 150,.delete(,return () => _listeners.delete(listener);,Unknown - review adjacent code,Occurrence retained for review
src/lib/stores/types.ts,Line 1,supabase,"// In Phase 1-4 MVP, this serves as the type definition for both local IndexedDB and future Supabase sync.",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/supabase/client.ts,Line 1,createBrowserClient,import { createBrowserClient } from '@supabase/ssr',Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/client.ts,Line 1,supabase,import { createBrowserClient } from '@supabase/ssr',Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/client.ts,Line 3,createClient,export function createClient() {,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/client.ts,Line 4,createBrowserClient,return createBrowserClient(,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/supabase/client.ts,Line 5,NEXT_PUBLIC_SUPABASE_URL,"process.env.NEXT_PUBLIC_SUPABASE_URL!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/client.ts,Line 5,supabase,"process.env.NEXT_PUBLIC_SUPABASE_URL!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/client.ts,Line 6,NEXT_PUBLIC_SUPABASE_ANON_KEY,process.env.NEXT_PUBLIC_SUPABASE_ANON_KEY!,Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/client.ts,Line 6,supabase,process.env.NEXT_PUBLIC_SUPABASE_ANON_KEY!,Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 1,createServerClient,import { createServerClient } from '@supabase/ssr',Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 1,supabase,import { createServerClient } from '@supabase/ssr',Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 5,supabase,let supabaseResponse = NextResponse.next({,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 9,createServerClient,const supabase = createServerClient(,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/supabase/middleware.ts,Line 9,supabase,const supabase = createServerClient(,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/supabase/middleware.ts,Line 10,NEXT_PUBLIC_SUPABASE_URL,"process.env.NEXT_PUBLIC_SUPABASE_URL!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 10,supabase,"process.env.NEXT_PUBLIC_SUPABASE_URL!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 11,NEXT_PUBLIC_SUPABASE_ANON_KEY,"process.env.NEXT_PUBLIC_SUPABASE_ANON_KEY!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 11,supabase,"process.env.NEXT_PUBLIC_SUPABASE_ANON_KEY!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 19,supabase,supabaseResponse = NextResponse.next({,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 23,supabase,"supabaseResponse.cookies.set(name, value, options)",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 30,createServerClient,// IMPORTANT: Avoid writing any logic between createServerClient and,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/middleware.ts,Line 31,supabase,// supabase.auth.getUser(). A simple mistake could make it very hard to debug,Supabase Auth,Executable Supabase usage included in final map
src/lib/supabase/middleware.ts,Line 31,supabase.auth,// supabase.auth.getUser(). A simple mistake could make it very hard to debug,Supabase Auth,Executable Supabase usage included in final map
src/lib/supabase/middleware.ts,Line 35,supabase,} = await supabase.auth.getUser(),Supabase Auth,Executable Supabase usage included in final map
src/lib/supabase/middleware.ts,Line 35,supabase.auth,} = await supabase.auth.getUser(),Supabase Auth,Executable Supabase usage included in final map
src/lib/supabase/middleware.ts,Line 81,supabase,return supabaseResponse,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/supabase/server.ts,Line 1,createServerClient,"import { createServerClient, type CookieOptions } from '@supabase/ssr'",Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/server.ts,Line 1,supabase,"import { createServerClient, type CookieOptions } from '@supabase/ssr'",Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/server.ts,Line 4,createClient,export async function createClient() {,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/supabase/server.ts,Line 7,createServerClient,return createServerClient(,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/supabase/server.ts,Line 8,NEXT_PUBLIC_SUPABASE_URL,"process.env.NEXT_PUBLIC_SUPABASE_URL!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/server.ts,Line 8,supabase,"process.env.NEXT_PUBLIC_SUPABASE_URL!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/server.ts,Line 9,NEXT_PUBLIC_SUPABASE_ANON_KEY,"process.env.NEXT_PUBLIC_SUPABASE_ANON_KEY!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/supabase/server.ts,Line 9,supabase,"process.env.NEXT_PUBLIC_SUPABASE_ANON_KEY!,",Supabase public client configuration name only,Occurrence retained for review
src/lib/types.ts,Line 1,supabase,"// In Phase 1-4 MVP, this serves as the type definition for both local IndexedDB and future Supabase sync.",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/types/rajya.types.ts,Line 6,supabase,id: string; // Supabase auth.users.id,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/utils/cloudDriveSync.ts,Line 15,supabase,* @param accessToken Provider access token from Supabase OAuth,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/vault.ts,Line 25,supabase,cloudId?: string; // Reference to Google Drive or Supabase file ID,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/vault.ts,Line 26,supabase,storageType?: 'local' | 'googledrive' | 'supabase'; // primary storage type,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/vault.ts,Line 196,.delete(,"await db.delete(""vault"", id);",Unknown - review adjacent code,Occurrence retained for review
src/middleware.ts,Line 2,supabase,import { updateSession } from '@/lib/supabase/middleware',Supabase reference; executable status traced separately,Occurrence retained for review
