Route,Route Group,Page File,Layout File,Default Component,Module Association,Direct Local Imports,Transitive Source Files,API Route Literals,Matched API Route Files,Hooks / Stores / Contexts,Services,Database Tables,Fields Read / Written,Supabase Evidence,Form Evidence,Display Evidence,Navigation Reference Count,Module Status,Duplicate / Old Risk,Confidence,Needs WD Verification,Evidence
/customers-reviews,(landing),src/app/(landing)/customers-reviews/page.tsx,src/app/(landing)/layout.tsx,CustomersReviewsPage,Public Website / Landing,src/components/landing/Navbar.tsx; src/components/landing/Footer.tsx,src/app/(landing)/customers-reviews/page.tsx; src/components/landing/Navbar.tsx; src/components/landing/Footer.tsx; src/components/landing/ui/Button.tsx; src/context/landing/LanguageContext.tsx; src/lib/landing/cn.ts,None found in traced files,None found in traced files,src/context/landing/LanguageContext.tsx,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,1,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Probable,Yes,src/app/(landing)/customers-reviews/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/doot,(dashboard),src/app/(dashboard)/doot/page.tsx,src/app/(dashboard)/layout.tsx,NotificationsPage,Doot / Reminders,src/lib/stores/notificationStore.ts,src/app/(dashboard)/doot/page.tsx; src/lib/stores/notificationStore.ts; src/app/api/notifications/route.ts; src/app/api/notifications/[id]/route.ts; src/app/api/notifications/read-all/route.ts; src/lib/services/notificationService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/notifications; /api/notifications/[id]; /api/notifications/read-all,src/app/api/notifications/route.ts; src/app/api/notifications/[id]/route.ts; src/app/api/notifications/read-all/route.ts,src/lib/stores/notificationStore.ts,src/lib/services/notificationService.ts; src/lib/services/baseService.ts,insurance_policies; notifications; budget_plans; expense_entries; bank_accounts; subscriptions; identity_records; will_status; loan_accounts; goals; users; income_streams,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,NotificationsPage,2,Partially Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/doot/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/notifications/route.ts; src/app/api/notifications/[id]/route.ts; src/app/api/notifications/read-all/route.ts; src/lib/services/notificationService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/dwaar/portals,(dashboard),src/app/(dashboard)/dwaar/portals/page.tsx,src/app/(dashboard)/layout.tsx,KeyChamberHub,Kunji / Dwaar Credentials,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/components/credentials/KeyStabilityMeter.tsx; src/components/credentials/PortalCard.tsx; src/components/credentials/MasterPassphraseModal.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/components/ui/PageGuide.tsx,src/app/(dashboard)/dwaar/portals/page.tsx; src/lib/credentialStore.ts; src/lib/identityStore.ts; src/components/credentials/KeyStabilityMeter.tsx; src/components/credentials/PortalCard.tsx; src/components/credentials/MasterPassphraseModal.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/components/ui/PageGuide.tsx; src/lib/onboardingStore.ts; src/lib/contactValidation.ts; src/lib/crypto.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/credentialService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/identityService.ts; src/lib/prisma.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/credentials; /api/credentials/[id]; /api/identity; /api/profile; /api/family,src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,document_meta; users; credential_records; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,KeyChamberHub; KeyStabilityMeter; PortalCard,4,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/dwaar/portals/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more
/dwaar/portals/access,(dashboard),src/app/(dashboard)/dwaar/portals/access/page.tsx,src/app/(dashboard)/layout.tsx,AccessOverviewPage,Kunji / Dwaar Credentials,src/lib/credentialStore.ts; src/lib/identityStore.ts,src/app/(dashboard)/dwaar/portals/access/page.tsx; src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts; src/lib/contactValidation.ts; src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/profile; /api/credentials; /api/credentials/[id]; /api/identity; /api/family,src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/lib/services/userService.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,document_meta; users; credential_records; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,AccessOverviewPage,1,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/dwaar/portals/access/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts; src/lib/services/userService.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more
/dwaar/portals/add,(dashboard),src/app/(dashboard)/dwaar/portals/add/page.tsx,src/app/(dashboard)/layout.tsx,AddPortalPage,Kunji / Dwaar Credentials,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts; src/components/credentials/MasterPassphraseModal.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/lib/contactValidation.ts; src/lib/crypto.ts,src/app/(dashboard)/dwaar/portals/add/page.tsx; src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts; src/components/credentials/MasterPassphraseModal.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/lib/contactValidation.ts; src/lib/crypto.ts; src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/profile; /api/credentials; /api/credentials/[id]; /api/identity; /api/family,src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/lib/services/userService.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,document_meta; users; credential_records; identity_records; family_members; Not persisted to supplied database by this screen,Not persisted to supplied database by this screen.Not mapped,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,AddPortalPage,AddPortalPage; OnboardingStore,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/dwaar/portals/add/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts; src/lib/services/userService.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; +4 more
/dwaar/portals/portal/[id],(dashboard),src/app/(dashboard)/dwaar/portals/portal/[id]/page.tsx,src/app/(dashboard)/layout.tsx,PortalDetailPage,Kunji / Dwaar Credentials,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/components/credentials/MasterPassphraseModal.tsx,src/app/(dashboard)/dwaar/portals/portal/[id]/page.tsx; src/lib/credentialStore.ts; src/lib/identityStore.ts; src/components/credentials/MasterPassphraseModal.tsx; src/lib/onboardingStore.ts; src/lib/contactValidation.ts; src/lib/crypto.ts; src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/profile; /api/credentials; /api/credentials/[id]; /api/identity; /api/family,src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts,src/lib/credentialStore.ts; src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/lib/services/userService.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,document_meta; users; credential_records; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,No distinct display/list component found in this route,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/dwaar/portals/portal/[id]/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/profile/route.ts; src/app/api/credentials/route.ts; src/app/api/credentials/[id]/route.ts; src/app/api/identity/route.ts; src/app/api/family/route.ts; src/lib/services/userService.ts; src/lib/services/credentialService.ts; src/lib/services/identityService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more
/features,(landing),src/app/(landing)/features/page.tsx,src/app/(landing)/layout.tsx,FeaturesPage,Public Website / Landing,None found in traced files,src/app/(landing)/features/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Unconfirmed,Yes,src/app/(landing)/features/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/forget-password,(landing),src/app/(landing)/forget-password/page.tsx,src/app/(landing)/layout.tsx,ForgotPasswordPage,Public Website / Landing,src/lib/supabase/client.ts; src/components/landing/Navbar.tsx; src/components/landing/Footer.tsx,src/app/(landing)/forget-password/page.tsx; src/lib/supabase/client.ts; src/components/landing/Navbar.tsx; src/components/landing/Footer.tsx; src/components/landing/ui/Button.tsx; src/context/landing/LanguageContext.tsx; src/lib/landing/cn.ts,None found in traced files,None found in traced files,src/context/landing/LanguageContext.tsx,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/app/(landing)/forget-password/page.tsx: supabase.auth Supabase Auth resetPasswordForEmail,ForgotPasswordPage,No distinct display/list component found in this route,1,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Probable,Yes,src/app/(landing)/forget-password/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/foundation,(dashboard),src/app/(dashboard)/foundation/page.tsx,src/app/(dashboard)/layout.tsx,FoundationHub,Sthapana / Foundation,src/lib/stores/onboardingStore.ts; src/lib/supabase/client.ts; src/components/providers/ToastProvider.tsx; src/components/providers/AuthProvider.tsx; src/components/ui/PageGuide.tsx; src/components/ui/VideoTutorialPlaceholder.tsx,src/app/(dashboard)/foundation/page.tsx; src/lib/stores/onboardingStore.ts; src/lib/supabase/client.ts; src/components/providers/ToastProvider.tsx; src/components/providers/AuthProvider.tsx; src/components/ui/PageGuide.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/supabase/server.ts; src/lib/services/userService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,/api/profile; /api/family,src/app/api/profile/route.ts; src/app/api/family/route.ts,src/lib/stores/onboardingStore.ts,src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,users; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/components/providers/AuthProvider.tsx: supabase.auth Supabase Auth getSession; onAuthStateChange; signOut; src/app/(dashboard)/foundation/page.tsx: supabase.auth Supabase Auth getUser; updateUser; src/app/(dashboard)/foundation/page.tsx: supabase.storage Supabase Storage bucket profile-photos .from(\profile-photos\).upload; getPublicUrl; remove; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,No distinct form component found in this route,FoundationHub; OnboardingStore,7,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/foundation/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/foundation/education,(dashboard),src/app/(dashboard)/foundation/education/page.tsx,src/app/(dashboard)/layout.tsx,EducationPage,Sthapana / Foundation,src/components/vault/FileUploader.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/lib/stores/onboardingStore.ts; src/lib/vault.ts; src/components/providers/ToastProvider.tsx,src/app/(dashboard)/foundation/education/page.tsx; src/components/vault/FileUploader.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/lib/stores/onboardingStore.ts; src/lib/vault.ts; src/components/providers/ToastProvider.tsx; src/lib/cloudDriveSync.ts; src/lib/supabase/client.ts; src/lib/localVaultEngine.ts; src/app/api/auth/google-status/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; src/app/api/education/[id]/route.ts; src/app/api/google-drive/download/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/profile/route.ts; src/lib/supabase/server.ts; src/lib/prisma.ts; src/lib/services/familyService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/educationService.ts; src/lib/googleDriveUtils.ts; src/lib/googleAuth.ts; src/lib/services/userService.ts; src/lib/services/baseService.ts,/api/auth/google-status; /api/family; /api/education; /api/education/[id]; /api/google-drive/download; /api/google-drive/upload; /api/profile,src/app/api/auth/google-status/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; src/app/api/education/[id]/route.ts; src/app/api/google-drive/download/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/profile/route.ts,src/lib/stores/onboardingStore.ts,src/lib/services/familyService.ts; src/lib/services/educationService.ts; src/lib/services/userService.ts; src/lib/services/baseService.ts,users; document_meta; family_members; education,education.familyMemberId; education.degree; education.institute; education.yearCompleted; education.specialization; education.certificateUrl; education.linkedLoanId,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/components/vault/FileUploader.tsx: supabase.auth Supabase Auth getUser; src/components/vault/FileUploader.tsx: supabase.storage Dynamic bucket from folder prop .from(folder).upload; getPublicUrl; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/app/api/auth/google-status/route.ts: supabase.auth Supabase Auth getSession; src/app/api/google-drive/upload/route.ts: supabase.auth Supabase Auth getSession; src/app/api/google-drive/download/route.ts: supabase.auth Supabase Auth getSession; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,FileUploader,EducationPage; OnboardingStore,1,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/foundation/education/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/auth/google-status/route.ts; src/app/api/family/route.ts; src/app/api/education/route.ts; src/app/api/education/[id]/route.ts; src/app/api/google-drive/download/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/profile/route.ts; src/lib/services/familyService.ts; src/lib/services/educationService.ts; src/lib/services/userService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; +5 more
