Usage ID,Module,Feature / Flow,Source File,Function / Component Name,Supabase Client File,Supabase Operation Type,Code Pattern Found,Table / Function / Bucket,Fields Read,Fields Written,Filters / Conditions Used,Insert / Update Payload Source,Delete Behaviour,RPC / Edge Function Name,Storage Bucket,Auth Usage,Error Handling Present,Loading State Present,Success Handling Present,Related Modules,Dashboard Impact,Reminder Impact,Document Vault Impact,Auth / Security Impact,Data Loss Risk,Calculation Risk,Shared Service Used,Direct Call or Service Layer,Duplicate Logic Risk,Hardcoded Table / Field Risk,RLS / Permission Risk,Evidence / Code Reference,Confidence,Needs WD Verification,Recommended Next Action,Notes
SBU-048,Shared Navigation / Authentication,Initialize Supabase client/session boundary,src/components/layouts/BottomNav.tsx,handleLogout,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/layouts/BottomNav.tsx:61; handleLogout; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-049,Shared Navigation / Authentication,Logout and clear session,src/components/layouts/BottomNav.tsx,handleLogout,src/lib/supabase/client.ts,auth,supabase.auth.signOut(...),Supabase Auth,Supabase Auth response - exact fields Needs WD Verification,session/token revocation,Current browser/server session or cookie context,Not applicable,Revokes/clears current auth session; does not delete application records,None,None,signOut; user/session auth context,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 8 similar usages across 7 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/layouts/BottomNav.tsx:62; handleLogout; supabase.auth.signOut(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-050,Shared Navigation / Authentication,Initialize Supabase client/session boundary,src/components/layouts/DesktopSidebar.tsx,refreshUser,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/layouts/DesktopSidebar.tsx:87; refreshUser; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-051,Shared Navigation / Authentication,Resolve authenticated user,src/components/layouts/DesktopSidebar.tsx,refreshUser,src/lib/supabase/client.ts,auth,supabase.auth.getUser(...),Supabase Auth,authenticated user and user metadata,None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,getUser; user/session auth context,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 7 similar usages across 6 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/layouts/DesktopSidebar.tsx:88; refreshUser; supabase.auth.getUser(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-052,Shared Navigation / Authentication,Initialize Supabase client/session boundary,src/components/layouts/DesktopSidebar.tsx,handleLogout,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/layouts/DesktopSidebar.tsx:118; handleLogout; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-053,Shared Navigation / Authentication,Logout and clear session,src/components/layouts/DesktopSidebar.tsx,handleLogout,src/lib/supabase/client.ts,auth,supabase.auth.signOut(...),Supabase Auth,Supabase Auth response - exact fields Needs WD Verification,session/token revocation,Current browser/server session or cookie context,Not applicable,Revokes/clears current auth session; does not delete application records,None,None,signOut; user/session auth context,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 8 similar usages across 7 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/layouts/DesktopSidebar.tsx:119; handleLogout; supabase.auth.signOut(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-054,Authentication,Initialize Supabase client/session boundary,src/components/providers/AuthProvider.tsx,AuthProvider,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Unknown,Yes,Not applicable,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/providers/AuthProvider.tsx:25; AuthProvider; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-055,Authentication,Read or restore current session,src/components/providers/AuthProvider.tsx,AuthProvider,src/lib/supabase/client.ts,auth,supabase.auth.getSession(...),Supabase Auth,"session, user, access context",None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,getSession; user/session auth context,No,Yes,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 9 similar usages across 9 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/providers/AuthProvider.tsx:29; AuthProvider; supabase.auth.getSession(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-056,Authentication,Restore and monitor auth session,src/components/providers/AuthProvider.tsx,AuthProvider,src/lib/supabase/client.ts,auth,supabase.auth.onAuthStateChange(...),Supabase Auth,auth event and session,None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,onAuthStateChange; user/session auth context,No,Yes,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,No duplicate operation found by static operation/resource grouping,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/providers/AuthProvider.tsx:36; AuthProvider; supabase.auth.onAuthStateChange(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-057,Authentication,Logout and clear session,src/components/providers/AuthProvider.tsx,signOut,src/lib/supabase/client.ts,auth,supabase.auth.signOut(...),Supabase Auth,Supabase Auth response - exact fields Needs WD Verification,session/token revocation,Current browser/server session or cookie context,Not applicable,Revokes/clears current auth session; does not delete application records,None,None,signOut; user/session auth context,No,Yes,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 8 similar usages across 7 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/providers/AuthProvider.tsx:48; signOut; supabase.auth.signOut(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-058,Authentication,Initialize Supabase client/session boundary,src/components/shared/AuthSync.tsx,syncUserData,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/shared/AuthSync.tsx:70; syncUserData; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-059,Authentication,Read or restore current session,src/components/shared/AuthSync.tsx,syncUserData,src/lib/supabase/client.ts,auth,supabase.auth.getSession(...),Supabase Auth,"session, user, access context",None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,getSession; user/session auth context,Partial,No,Yes,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 9 similar usages across 9 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/shared/AuthSync.tsx:73; syncUserData; supabase.auth.getSession(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-060,Shared Navigation / Authentication,Initialize Supabase client/session boundary,src/components/shared/GlobalTopRightMenu.tsx,handleLogout,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Unknown,No,Not applicable,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/shared/GlobalTopRightMenu.tsx:37; handleLogout; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-061,Shared Navigation / Authentication,Logout and clear session,src/components/shared/GlobalTopRightMenu.tsx,handleLogout,src/lib/supabase/client.ts,auth,supabase.auth.signOut(...),Supabase Auth,Supabase Auth response - exact fields Needs WD Verification,session/token revocation,Current browser/server session or cookie context,Not applicable,Revokes/clears current auth session; does not delete application records,None,None,signOut; user/session auth context,No,No,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 8 similar usages across 7 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/shared/GlobalTopRightMenu.tsx:38; handleLogout; supabase.auth.signOut(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-062,Shared Navigation / Authentication,Initialize Supabase client/session boundary,src/components/shared/UserAvatar.tsx,fetchUser,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Unknown,Yes,Not applicable,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/shared/UserAvatar.tsx:43; fetchUser; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-063,Shared Navigation / Authentication,Resolve authenticated user,src/components/shared/UserAvatar.tsx,fetchUser,src/lib/supabase/client.ts,auth,supabase.auth.getUser(...),Supabase Auth,authenticated user and user metadata,None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,getUser; user/session auth context,No,Yes,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 7 similar usages across 6 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/shared/UserAvatar.tsx:44; fetchUser; supabase.auth.getUser(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-064,Shared Navigation / Authentication,Initialize Supabase client/session boundary,src/components/ui/GlobalTopRightMenu.tsx,handleLogout,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Unknown,No,Not applicable,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/ui/GlobalTopRightMenu.tsx:31; handleLogout; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-065,Shared Navigation / Authentication,Logout and clear session,src/components/ui/GlobalTopRightMenu.tsx,handleLogout,src/lib/supabase/client.ts,auth,supabase.auth.signOut(...),Supabase Auth,Supabase Auth response - exact fields Needs WD Verification,session/token revocation,Current browser/server session or cookie context,Not applicable,Revokes/clears current auth session; does not delete application records,None,None,signOut; user/session auth context,No,No,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 8 similar usages across 7 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/ui/GlobalTopRightMenu.tsx:32; handleLogout; supabase.auth.signOut(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-066,Documents / Vault,Initialize Supabase client/session boundary,src/components/vault/FileUploader.tsx,FileUploader,src/lib/supabase/client.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Yes,No,Not applicable,All upload-capable modules,Probable,Probable,Needs WD Verification,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/components/vault/FileUploader.tsx:58; FileUploader; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-067,Documents / Vault,Resolve authenticated user,src/components/vault/FileUploader.tsx,handleFile,src/lib/supabase/client.ts,auth,supabase.auth.getUser(...),Supabase Auth,authenticated user and user metadata,None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,getUser; user/session auth context,Yes,No,Partial,All upload-capable modules,Probable,Probable,Needs WD Verification,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,Yes - 7 similar usages across 6 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/components/vault/FileUploader.tsx:123; handleFile; supabase.auth.getUser(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-068,Documents / Vault,Document upload and URL retrieval,src/components/vault/FileUploader.tsx,handleFile,src/lib/supabase/client.ts,storage-upload,supabase.storage.from(folder).upload(...),storage bucket: folder,None identified,storage object path and file bytes/options,"Bucket folder; object/path argument filePath, file","filePath, file",No delete operation in this usage,None,folder - runtime variable; Needs WD Verification,None,Yes,No,Partial,All upload-capable modules,Probable,Probable,Yes,High - authenticated bucket access and object ownership policy,Medium,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,No duplicate operation found by static operation/resource grouping,No literal resource; runtime value folder Needs WD Verification,Supplied storage policy checks authenticated role but no per-user object ownership condition is visible - Needs Himanshu Verification,src/components/vault/FileUploader.tsx:130; handleFile; supabase.storage.from(folder).upload(...); No direct Supabase public-table query in this usage; Runtime bucket variable cannot be cross-checked statically,Strong Evidence,Yes,"Verify bucket RLS, per-user object paths, metadata creation, failure cleanup and delete rollback with dummy files",Static source evidence only. No direct Supabase public-table query in this usage. Runtime bucket variable cannot be cross-checked statically. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-069,Documents / Vault,Document upload and URL retrieval,src/components/vault/FileUploader.tsx,handleFile,src/lib/supabase/client.ts,storage-download,supabase.storage.from(folder).getPublicUrl(...),storage bucket: folder,storage object path and returned URL/object metadata,None identified,Bucket folder; object/path argument filePath,Not applicable,No delete operation in this usage,None,folder - runtime variable; Needs WD Verification,None,Yes,No,Partial,All upload-capable modules,Probable,Probable,Yes,High - authenticated bucket access and object ownership policy,Low,Low - no calculation logic in this usage,src/lib/supabase/client.ts,Direct Supabase call in page/component,No duplicate operation found by static operation/resource grouping,No literal resource; runtime value folder Needs WD Verification,Supplied storage policy checks authenticated role but no per-user object ownership condition is visible - Needs Himanshu Verification,src/components/vault/FileUploader.tsx:136; handleFile; supabase.storage.from(folder).getPublicUrl(...); No direct Supabase public-table query in this usage; Runtime bucket variable cannot be cross-checked statically,Strong Evidence,Yes,"Verify bucket RLS, per-user object paths, metadata creation, failure cleanup and delete rollback with dummy files",Static source evidence only. No direct Supabase public-table query in this usage. Runtime bucket variable cannot be cross-checked statically. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-070,Authentication,Initialize Supabase client/session boundary,src/lib/middleware/auth.middleware.ts,withAuth,src/lib/supabase/server.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,No payload argument,No delete operation in this usage,None,None,None,Partial,No,Not applicable,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,High - client/session construction boundary,Low,Low - no calculation logic in this usage,src/lib/supabase/server.ts,Unknown,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,No direct table/storage permission check in this client initialization; downstream calls determine risk,src/lib/middleware/auth.middleware.ts:55; withAuth; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,WD to confirm this is an approved canonical client path and verify environment/session separation,Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-071,Authentication,Resolve authenticated user,src/lib/middleware/auth.middleware.ts,withAuth,src/lib/supabase/server.ts,auth,supabase.auth.getUser(...),Supabase Auth,authenticated user and user metadata,None identified,Current browser/server session or cookie context,Not applicable,No delete operation in this usage,None,None,getUser; user/session auth context,Partial,No,Partial,Profile / Foundation; Dashboard / Rajya; Protected routes; Documents / Vault,Yes,No,Probable,"High - session, credential, redirect or user lifecycle behavior",Low,Low - no calculation logic in this usage,src/lib/supabase/server.ts,Unknown,Yes - 7 similar usages across 6 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,"Supabase Auth endpoint; public-table RLS is not the direct boundary, but session/profile authorization Needs Himanshu Verification",src/lib/middleware/auth.middleware.ts:58; withAuth; supabase.auth.getUser(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Run isolated dummy-user auth flow and verify redirects, cookies, profile synchronization, error UI and logout/session restoration",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
SBU-072,Profile / Foundation,Initialize Supabase client/session boundary,src/lib/services/userService.ts,Inline or module-scope call - Needs WD Verification,Direct @supabase/supabase-js createClient in src/lib/services/userService.ts,unknown,createClient(...),Supabase project client,Client configuration or imported helper,None - client initialization only,Client context and cookie/session options; exact runtime values not included,"supabaseUrl, supabaseServiceKey, { auth: { autoRefreshToken: false, persistSession: false } }",No delete operation in this usage,None,None,None,Yes,No,Not applicable,Auth; Rin; Raksha; Most user-owned modules,Probable,Probable,Probable,High - administrative auth client and service-role boundary,Low,Low - no calculation logic in this usage,src/lib/services/userService.ts,Service layer,Yes - 29 similar usages across 27 file(s); verify whether shared helper/service should be authoritative,No database table/field literal in this auth/client usage,Administrative/service-role boundary can bypass RLS; authorization and key isolation Need Himanshu/Harsh Verification,src/lib/services/userService.ts:174; Inline or module-scope call - Needs WD Verification; createClient(...); No direct Supabase public-table query in this usage; Not applicable,Strong Evidence,Yes,"Himanshu/Harsh to verify server-only authorization, service-role key isolation and audit logging",Static source evidence only. No direct Supabase public-table query in this usage. Not applicable. Safety basis: AUDIT_WORKSPACE_SAFETY_CHECKLIST.md; no live connection used.
